URL,ID,YEAR,company_name,short_company_name,location,adress_EGRUL,adress,reg_date,number_OGRN,INN,reg_authority,name_managing_org,phone,url,company_link,res
https://e-disclosure.ru/portal/event.aspx?EventId=eMmP88hca0y5cT1uvlLwyw-B-B,305,2022,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,Избрать в состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк» Ильину Ольгу Борисовну – Главного бухгалтера Общества с ограниченной ответственностью «Уралуглесбыт»  Полуянову Елену Михайловну – заместителя начальника Департамента по управлению муниципальным имуществом Администрации города Екатеринбурга и Шишкину Аллу Георгиевну – заместителя начальника управления регуляторной политики Департамента экономики Администрации города Екатеринбурга    В случае отсутствия авторских прав данное решение может быть использовано без необходимости получения какихлибо дополнительных разрешений или отказов  Это означает  что любой желающий может использовать данное решение для целей  которые он считает нужными
https://e-disclosure.ru/portal/event.aspx?EventId=sgrxozvPjEuO3YkS0teh9A-B-B,305,2022,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,ПАО «Банк «Екатеринбург» должен оставить в распоряжении Банка 951 486 929 48 руб  направить на выплату дивидендов 347 556 177 60 руб и выплатить дивиденды в размере 45 70 руб на одну обыкновенную именную акцию  Также была установлена дата  на которую определяются лица  имеющие право на получение дивидендов   9 марта 2022 года  Был также определен порядок выплаты дивидендов публичным акционерным обществом «Екатеринбургский муниципальный банк» физическим лицам путем перечисления денежных средств на их банковские счета или при отсутствии таких сведений путем почтового перевода денежных средств иным лицам  Также было указано вид ценных бумаг  акционерные идентификационные признаки акций  а также дата и номер протокола общего собрания участников акционеров эмитента
https://e-disclosure.ru/portal/event.aspx?EventId=vCvInmUfk0CVTo6Qs6AoBA-B-B,305,2021,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,утвердить количественный состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк»  избрав в состав Ревизионной комиссии Ильину Ольгу Борисовну  Полуянову Елену Михайловну и Шишкину Аллу Георгиевну  Решение было принято единогласно с поддержкой 81 2621% голосов
https://e-disclosure.ru/portal/event.aspx?EventId=9LG49S7FwUaGP6WgaiPw-Aw-B-B,305,2020,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,утвердить количественный состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк» из трех человек  а именно Ильина Ольга Борисовна – Главный бухгалтер Общества с ограниченной ответственностью «Уралуглесбыт»  Полуянова Елена Михайловна – заместителя начальника Департамента по управлению муниципальным имуществом Администрации города Екатеринбурга и Шишкина Алла Георгиевна – начальника отдела ценовой и тарифной политики Департамента экономики Администрации города Екатеринбурга
https://e-disclosure.ru/portal/event.aspx?EventId=p8iDO5YYiUmC5fa9U6LjaA-B-B,305,2019,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,утвердить количественный состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк» и избрать в состав Ревизионной комиссии Ильину Ольгу Борисовну  Строшкову Майю Анатольевну и Шишкину Аллу Георгиевну
https://e-disclosure.ru/portal/event.aspx?EventId=lCuGjsd8-A0OjPtGzrYuQxg-B-B,305,2018,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,утвердить количественный состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк»  избрать в состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк» Ильину Ольгу Борисовну  Строшкову Майю Анатольевну и Шишкину Аллу Георгиевну  Это решение подписано председателем Публичного акционерного общества «Екатеринбургский муниципальный банк» и подтверждено протоколом № 36 от 29 мая 2018 г
https://e-disclosure.ru/portal/event.aspx?EventId=dHieG1Y0zEqWmVQVA1T0-Cw-B-B,305,2017,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,утвердить количественный состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк» 3 человека  и избрать в состав Ревизионной комиссии Публичного акционерного общества «Екатеринбургский муниципальный банк» Ильину Ольгу Борисовну – Главного бухгалтера Общества с ограниченной ответственностью «Уралуглесбыт»  Строшкову Майю Анатольевну – Первого заместителя начальника Департамента по управлению муниципальным имуществом Администрации города Екатеринбурга и Шишкину Аллу Георгиевну – Начальника отдела тарифной политики и контроля реализации инвестиционных программ Департамента экономики Администрации города Екатеринбурга
https://e-disclosure.ru/portal/event.aspx?EventId=SXL3xf-C0RXdIfGm5wLhASA-B-B,305,2016,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,Поскольку авторское право не применимо  просьба проста  просмотрите ваш адрес или попробуйте посетить страницу позднее  так как страница  на которую вы пытаетесь перейти  могла быть удалена
https://e-disclosure.ru/portal/event.aspx?EventId=IUgi933-AtEWHSHxpucC4QA-B-B,305,2016,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,Поскольку авторское право не применимо  просьба проста  просмотрите ваш адрес или попробуйте посетить страницу позднее  так как страница  на которую вы пытаетесь перейти  могла быть удалена
https://e-disclosure.ru/portal/event.aspx?EventId=1-Ciqr5VFOkig03g-AhnNhig-B-B,305,2015,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,утвердить Устав Банка в новой редакции  Все участники акционеров эмитента проголосовали «За»  и решение было принято единогласно  Таким образом  без авторских прав участники акционеров эмитента имеют право использовать новую редакцию Устава Банка
https://e-disclosure.ru/portal/event.aspx?EventId=lCaQQBqLW02q0lBUQzGcOw-B-B,305,2015,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,утвердить Устав Банка в новой редакции  Все участники акционеров эмитента проголосовали «За»  и решение было принято единогласно  Таким образом  без авторских прав участники акционеров эмитента имеют право использовать новую редакцию Устава Банка
https://e-disclosure.ru/portal/event.aspx?EventId=fRW3EKixb0iHJhqfycllIA-B-B,305,2014,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,уполномочить члена Совета директоров Президента открытого акционерного общества «Екатеринбургский муниципальный банк» гна Викторова Сергея Николаевича подписывать заявление о государственной регистрации изменений №3 в Устав открытого акционерного общества «Екатеринбургский муниципальный банк»  ходатайство о государственной регистрации изменений №3 в Устав открытого акционерного общества «Екатеринбургский муниципальный банк» и текст изменений №3 в Устав открытого акционерного общества «Екатеринбургский муниципальный банк»  Также было решено утвердить «Изменения №1» в Положение «О Совете директоров открытого акционерного общества «Екатеринбургский муниципальный банк» и Положение «О Правлении открытого акционерного общества «Екатеринбургский муниципальный банк»  а также Положение «О Президенте открытого акционерного общества «Екатеринбургский муниципальный банк»  Протокол общего собрания участников акционеров эмитен
https://e-disclosure.ru/portal/event.aspx?EventId=am9-CpiTsdkSbmmH2kvrwuQ-B-B,305,2014,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,Принять решение об избрании в состав Ревизионной комиссии открытого акционерного общества Екатеринбургский муниципальный банк Андрусь Марину Олеговну  Ильину Ольгу Борисовну и Строшкову Майю Анатольевну  Решение было принято единогласно
https://e-disclosure.ru/portal/event.aspx?EventId=jXmhxrn8QXCWBd8r38n2jQ-B-B,305,2013,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,Решение К сожалению  в силу отсутствия авторских прав  мы не можем предоставить доступ к запрашиваемой информации  Вместо этого  мы предлагаем Вам проверить другие адреса или искать информацию на соответствующих сайтах  которые могут предоставить Вам необходимую информацию
https://e-disclosure.ru/portal/event.aspx?EventId=jY3JoSK5-AEGAlgXfK9-AJ9g-B-B,305,2013,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,Решением участников акционерного общества Екатеринбургский муниципальный банк было принято решение о назначении Андрусь Марины Олеговны Заместителя начальника Департамента экономики Администрации города Екатеринбурга  Ильиной Ольги Борисовны Главного бухгалтера Закрытого акционерного общества Уралуглесбыт и Строшковой Майи Анатольевны Заместителя начальника Департамента по управлению муниципальным имуществом в состав Ревизионной комиссии открытого акционерного общества Екатеринбургский муниципальный банк
https://e-disclosure.ru/portal/event.aspx?EventId=b1YKsXlU7UifqhfRC1Ey4A-B-B,305,2013,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,Поручить Президенту Банка Ситникову М М  подготовить проект «Порядка ведения общего Собрания акционеров открытого акционерного общества «Екатеринбургский муниципальный банк» и представить его на утверждение на следующем Собрании  Также было принято решение о внесении изменений и дополнений в «Порядок ведения общего Собрания акционеров открытого акционерного общества «Екатеринбургский муниципальный банк»  после регистрации изменений №2 вносимых в Устав Банка в Главном управлении Центрального банка Российской Федерации по Свердловской области   В связи с тем  что авторское право не существует  могут быть предприняты следующие действия Президенту Банка Ситникову М М будет поручено подготовить проект «Порядка ведения общего Собрания акционеров открытого акционерного общества «Екатеринбургский муниципальный банк» и представить его на утверждение на следующем Собрании  Также могут быть приняты меры по внесению изменений и дополнений
https://e-disclosure.ru/portal/event.aspx?EventId=CUjjnmOiUEKUzJWAVlGVNQ-B-B,305,2012,"Публичное акционерное общество ""Екатеринбургский муниципальный банк""","ПАО ""Банк ""Екатеринбург""","Российская Федерация, г. Екатеринбург, ул. 8 Марта, 13","620014, Свердловская обл., г. Екатеринбург, ул. 8 Марта, д. 13","Российская Федерация, 620014, г. Екатеринбург, ул. 8 Марта, 13",25.11.1994,1026600000074,6608005109,Центральный банк Российской Федерации,,,http://www.emb.ru/,https://e-disclosure.ru/portal/company.aspx?id=305,участники акционерного общества Екатеринбургский муниципальный банк согласно протоколу № 27 от 06 июня 2012 года приняли единогласное решение о назначении трех человек в состав Ревизионной комиссии  Это Андрусь Марина Олеговна  Ильина Ольга Борисовна и Строшкова Мая Анатольевна
https://e-disclosure.ru/portal/event.aspx?EventId=xXEGx-A-ApTXzsv9OrD5RpxQ-B-B,308,2013,"Открытое акционерное общество  ""Новосибирский оловянный комбинат""","ОАО ""НОК""","Россия, 630033, г. Новосибирск, ул. Мира, 62","630033, Новосибирская обл., г. Новосибирск, ул. Мира, д. 62","Россия, 630033, г. Новосибирск, ул. Мира, 62",05.09.2002,1025401300484,5403101667,Инспекция МНС России по Кировскому району г. Новосибирска Новосибирской области,,,,https://e-disclosure.ru/portal/company.aspx?id=308,что авторские права не применяются и что любые материалы могут быть использованы без предварительного запроса у автора  Таким образом  любые материалы могут быть использованы без ограничений и предоставлены бесплатно для любого желающего их использовать  Однако рекомендуется придерживаться принципов правильного использования материалов и давать автору правильную ссылку на источник
https://e-disclosure.ru/portal/event.aspx?EventId=MMVxBiv-A6U687L-ATqw-CUaQ-B-B,308,2013,"Открытое акционерное общество  ""Новосибирский оловянный комбинат""","ОАО ""НОК""","Россия, 630033, г. Новосибирск, ул. Мира, 62","630033, Новосибирская обл., г. Новосибирск, ул. Мира, д. 62","Россия, 630033, г. Новосибирск, ул. Мира, 62",05.09.2002,1025401300484,5403101667,Инспекция МНС России по Кировскому району г. Новосибирска Новосибирской области,,,,https://e-disclosure.ru/portal/company.aspx?id=308,выбрать Совет директоров Общества в составе Дугельного Александра Петровича  Бейрита Константина Александровича  Новинькова Анатолия Александровича  Руди Владимира Андреевича  Рыжова Сергея Владимировича  Устинова Владимира Валерьевича и Федорова Вадима Леонидовича выбрать ревизионную комиссию Общества в составе Шаменковой Галины Петровны  Поршиной Веры Тимофеевны  Бережинской Татьяны Викторовны  Захаркевича Владислава Генриховича и Серооковой Татьяны Викторовны утвердить аудитором Общества на 2013 финансовый год общество с ограниченной ответственностью «АудитН» направить резервный капитал в сумме 15 000 000 пятнадцать миллионов рублей на погашение убытков общества
